# X , Y , E
0.170501,0.00431946,0.000181689
0.172804,0.00413183,0.000179471
0.175108,0.00381901,0.000186595
0.177411,0.00406581,0.000188121
0.179715,0.00355132,0.000191989
0.182018,0.00342271,0.000197727
0.184322,0.00321317,0.000199884
0.186625,0.00328669,0.000206939
0.188929,0.00265604,0.000213462
0.191232,0.00301926,0.000224916
0.193536,0.0029277,0.000232094
0.195839,0.00279434,0.000244105
0.198143,0.00246838,0.00026155
0.200446,0.00241362,0.000284619
0.20275,0.00284366,0.000316693
0.205053,0.00214306,0.000354833
0.207357,0.00163331,0.000443172
0.20966,0.00234226,0.000566221
0.211964,0.00252199,0.000512767
0.214267,0.00187053,0.00043366
0.216571,0.00165809,0.000647644
0.218874,0.00241021,0.000490922
0.221178,0.00153141,0.000689939
0.223481,0.0012686,0.000507886
0.225785,0.00202553,0.000743141
0.228088,0.00258049,0.000565272
0.230392,0.00192661,0.00106026
0.232695,0.00131486,0.00061371
0.234999,0.0040025,0.00115717
0.237302,0.00206069,0.000628134
0.239606,0.00201053,0.00105532
0.241909,0.00104266,0.00065654
0.244213,0.00031604,0.000843867
0.246516,0.00098661,0.000634331
0.24882,0.00082378,0.000921197
0.251123,0.00172851,0.000613193
0.253427,0.00113551,0.000749353
0.25573,0.00185622,0.000588833
0.258034,0.00190346,0.000769819
0.260337,0.00205671,0.000962107
0.262641,0.00017569,0.000669836
0.264944,0.00112111,0.000770498
0.267248,0.0010836,0.000604004
0.269551,0.00041787,0.000759571
0.271855,0.00205432,0.00101565
0.274158,0.00057153,0.000683969
0.276462,0.00208148,0.000867811
0.278765,0.00145778,0.00127077
0.281069,0.00043316,0.000723037
0.283372,0.00209297,0.000834837
0.285676,0.00150398,0.000706612
0.287979,0.00156581,0.000784011
0.290283,0.00099662,0.000973305
0.292586,0.00020476,0.00152235
0.29489,0.00047603,0.000787965
0.297193,0.0015859,0.00107285
0.299497,0.00122283,0.00122376
0.3018,0.00057322,0.000820111
0.304104,-0.00050148,0.000916725
0.306407,-4.39e-05,0.00108616
0.308711,0.00056216,0.000798411
0.311014,0.00300076,0.000878701
0.313318,0.0005991,0.00102451
0.315621,0.00302506,0.0016635
0.317925,0.00184196,0.000834951
0.320228,0.00218802,0.000979494
0.322532,0.00130459,0.00114729
0.324835,0.0019039,0.00092783
0.327139,0.0005343,0.000907723
0.329442,-0.00018554,0.00111294
0.331746,0.00199898,0.0011839
0.334049,0.00091794,0.00083912
0.336353,-0.00047268,0.000979387
0.338656,0.0001998,0.00106109
0.34096,0.0007472,0.00123264
0.343263,0.00036266,0.000961486
0.345567,-0.0018798,0.000982661
0.34787,0.00012228,0.00108747
0.350174,-0.00031172,0.00129503
0.352477,0.00055423,0.00170562
0.354781,-0.00077982,0.00105313
0.357084,0.00190328,0.00115619
0.359388,0.00069224,0.00126885
0.361691,0.00030794,0.00165041
0.363995,-0.00019288,0.00210075
0.366298,-0.00084938,0.00117285
0.368602,0.00079198,0.00137471
0.370905,-0.00067573,0.00147151
0.373209,0.00142246,0.00181935
0.375512,0.00170761,0.00273364
0.377816,0.00155826,0.00141526
0.380119,-0.00058608,0.00150528
0.382423,0.00084108,0.0016289
0.384726,-0.00145046,0.00213833
0.38703,0.00134457,0.00224905
0.389333,0.00645649,0.0017372
0.391637,0.00131588,0.00164868
0.39394,-0.00060136,0.00217286
0.396244,-0.00073611,0.00204886
0.398547,5.837e-05,0.00232884
0.400851,0.00185515,0.00366854
0.403154,0.00111602,0.00202189
0.405458,-0.00173918,0.00217761
0.407761,0.00326309,0.00272512
0.410065,0.00323116,0.00260877
0.412368,0.00209605,0.00338437
0.414672,0.0071711,0.00531848
0.416975,-0.00146407,0.00282895
0.419279,-0.00256363,0.00304905
0.421582,-0.00495203,0.0034802
0.423886,0.00045799,0.00342529
0.426189,0.00754489,0.00457128
0.428493,-0.00296056,0.00511179
0.430796,-0.00673488,0.00416393
0.4331,-0.00059295,0.00525461
0.435403,-0.00028826,0.00544152
0.437707,-0.00014928,0.0061171
0.44001,0.00215584,0.00660433
0.442314,0.00624482,0.00808996
0.444617,-0.0106479,0.00836555
