# X , Y , E
0.0115593,0.159199,0.0118534
0.0138628,0.151351,0.00387888
0.0161663,0.154485,0.00247643
0.0184698,0.152325,0.00170394
0.0207733,0.144381,0.00119018
0.0230768,0.142303,0.00101798
0.0253803,0.136133,0.000716278
0.0276838,0.131306,0.00059487
0.0299873,0.126348,0.000550031
0.0322908,0.120681,0.000512716
0.0345943,0.115238,0.000491169
0.0368978,0.109543,0.000464682
0.0392013,0.103725,0.000448123
0.0415048,0.097962,0.000425762
0.0438083,0.0916278,0.000410295
0.0461118,0.0869217,0.000392783
0.0484153,0.0809324,0.000378427
0.0507188,0.0752762,0.000363674
0.0530223,0.0699228,0.000351841
0.0553258,0.0647743,0.00033814
0.0576293,0.059983,0.00032568
0.0599328,0.0554067,0.000316049
0.0622363,0.0504755,0.000307264
0.0645398,0.0464151,0.000294932
0.0668433,0.0419631,0.000286289
0.0691468,0.0388764,0.000281089
0.0714503,0.0353047,0.000272086
0.0737538,0.0319618,0.000264305
0.0760573,0.0287502,0.000257738
0.0783608,0.026596,0.00025258
0.0806643,0.0241201,0.000245528
0.0829678,0.0218359,0.000240557
0.0852713,0.0200964,0.000236678
0.0875748,0.0185256,0.000230522
0.0898783,0.0167443,0.000226592
0.0921818,0.015425,0.000222666
0.0944853,0.0137052,0.000219478
0.0967888,0.0128715,0.000215254
0.0990923,0.0118697,0.00021232
0.101396,0.0113338,0.000208703
0.103699,0.0106605,0.000205945
0.106003,0.0104439,0.000203403
0.108306,0.0095228,0.000200349
0.11061,0.0092825,0.000199002
0.112913,0.0092476,0.000196211
0.115217,0.0092786,0.000194839
0.11752,0.0085837,0.000192303
0.119824,0.0084011,0.000190039
0.122127,0.0081544,0.000188008
0.124431,0.0080067,0.000185591
0.126734,0.0079683,0.000185354
0.129038,0.0077143,0.000182333
0.131341,0.0078057,0.000180632
0.133645,0.00712372,0.000179785
0.135948,0.00722899,0.000177246
0.138252,0.00697133,0.000176063
0.140555,0.00657654,0.000174554
0.142859,0.0067084,0.000173478
0.145162,0.00640634,0.000173026
0.147466,0.00592017,0.000171743
0.149769,0.00583046,0.000170693
0.152073,0.00573507,0.000171224
0.154376,0.00524961,0.00017025
0.15668,0.00533034,0.00017142
0.158983,0.00521497,0.000172018
0.161287,0.00480217,0.000172086
0.16359,0.0046331,0.000174057
0.165894,0.00465326,0.000175586
0.168197,0.00445632,0.000175452
